objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1225782","1264395","FCC: Antenna Structure Registration (GIS)","9/1/2010","36.7928","-76.2651","","Atlantic Ave. &amp; Campostella Rd.","Chesapeake","VA","","51","550","5.692563","60.6","","5","","","Global Tower, LLC","","","","","","","","","","","","","","","","",""
"1223611","1010135","FCC: Antenna Structure Registration (GIS)","8/9/2010","36.7324","-76.2409","","450 Battlefield Blvd. N.   (VA12545-A)","Chesapeake","VA","","51","550","3.878901","146","","5","","","SBA Towers II LLC","","","","","","","","","","","","","","","","",""
"1225472","1248283","FCC: Antenna Structure Registration (GIS)","8/17/2007","36.774099","-76.2821","","2506 S. Military Highway","Chesapeake","VA","","51","550","2.903504","45.7","","5","","","Diamond Towers LLC","","","","","","","","","","","","","","","","",""
"1223583","1009238","FCC: Antenna Structure Registration (GIS)","7/31/2007","36.610299","-76.204399","","231 INDIAN CREEK ROAD","CHESPEAKE","VA","","51","550","3.05668","137.1","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1225079","1225044","FCC: Antenna Structure Registration (GIS)","7/30/2002","36.7526","-76.2298","","910 Hollowell Lane","Chesapeake","VA","","51","550","5.834","140.2","","3","","","Chesapeake, City of","","","","","","","","","","","","","","","","",""
"1225050","1223916","FCC: Antenna Structure Registration (GIS)","7/30/2002","36.5914","-76.2807","","3800 Bunch Walnuts Road","Chesapeake","VA","","51","550","2.850917","149.4","","3","","","Chesapeake, City of","","","","","","","","","","","","","","","","",""
"1225031","1222058","FCC: Antenna Structure Registration (GIS)","7/30/2002","36.7184","-76.247799","","236 Albemarle Drive","Chesapeake","VA","","51","550","2.889134","79.2","","3","","","Chesapeake, City of","","","","","","","","","","","","","","","","",""
"1225030","1222005","FCC: Antenna Structure Registration (GIS)","7/30/2002","36.7703","-76.3788","","3902 Military Highway South","Chesapeake","VA","","51","550","3.815824","149.4","","3","","","Chesapeake, City of","","","","","","","","","","","","","","","","",""
"1224995","1220371","FCC: Antenna Structure Registration (GIS)","7/30/2002","36.6313","-76.213399","","5.8Hickory Yard, 157 Benefit Road","Chesapeake","VA","","51","550","5.474339","149.4","","3","","","Chesapeake, City of","","","","","","","","","","","","","","","","",""
"1225783","1264440","FCC: Antenna Structure Registration (GIS)","7/29/2008","36.6776","-76.1876","","1407 Old Centerville Turnpike","Chesapeake","VA","","51","550","5.433935","48.8","","5","","","Verizon Wireless Personal Communications LP","","","","","","","","","","","","","","","","",""
"1225477","1248781","FCC: Antenna Structure Registration (GIS)","6/8/2005","36.6411","-76.342299","","3408 West Landing Drive","Chesapeake","VA","","51","550","4.305999","29.2","","","","","","","","","","","","","","","","","","","","","",""
"1224311","1030560","FCC: Antenna Structure Registration (GIS)","6/17/1998","36.8031","-76.2825","","SOUTH SIDE OF BARNES ROAD","CHESAPEAKE","VA","","51","550","1.550808","57.9","","5","","","CHESAPEAKE-PORTSMOUTH BROADCASTING CORP.","","","","","","","","","","","","","","","","",""
"1225329","1240630","FCC: Antenna Structure Registration (GIS)","6/14/2010","36.7471","-76.2037","","904 Kempsville Road","Chesapeake","VA","","51","550","3.459829","44.2","","5","","","SBA Structures, Inc.","","","","","","","","","","","","","","","","",""
