objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1223720","1016380","FCC: Antenna Structure Registration (GIS)","9/9/2010","37.401","-77.4304","","2510 WILLIS RD","RICHMOND","VA","","51","041","38.798976","44.8","","5","","","CROWN CASTLE GT COMPANY LLC","","","","","","","","","","","","","","","","",""
"1225689","1260111","FCC: Antenna Structure Registration (GIS)","9/25/2007","37.4397","-77.4334","","N/A","Bensley Village","VA","","51","041","3.646625","192","","5","","","Token Towers LLC","","","","","","","","","","","","","","","","",""
"1225604","1255265","FCC: Antenna Structure Registration (GIS)","9/21/2006","37.4397","-77.4334","","JCT of VA 150 and I-95","Bensley Village","VA","","51","041","3.646625","192","","5","","","Token Towers LLC","","","","","","","","","","","","","","","","",""
"1225247","1235958","FCC: Antenna Structure Registration (GIS)","9/19/2002","37.3586","-77.438499","","Chesterfield County","Colonial Heights","VA","","51","041","53.300834","51.8","","5","","","SBA Properties, Inc.","","","","","","","","","","","","","","","","",""
"1224379","1035535","FCC: Antenna Structure Registration (GIS)","8/4/2006","37.5128","-77.6011","","23 SESAME ST","RICHMOND","VA","","51","041","106.378761","266","","5","","","Young Broadcasting of Richmond, Inc.","","","","","","","","","","","","","","","","",""
"1225908","1269975","FCC: Antenna Structure Registration (GIS)","8/24/2009","37.3558","-77.608999","","12108 Beach Road","Chesterfield","VA","","51","041","77.892265","60","","5","","","TowerCo Assets LLC","","","","","","","","","","","","","","","","",""
"1224280","1026912","FCC: Antenna Structure Registration (GIS)","8/13/2009","37.3393","-77.409","","13700 Jefferson Davis Hwy (VA13506-A)","Chester","VA","","51","041","48.28313","128","","5","","","SBA Infrastructures, LLC","","","","","","","","","","","","","","","","",""
"1226061","1280053","FCC: Antenna Structure Registration (GIS)","8/12/2011","37.4309","-77.6915","","Woolridge Road","Richmond","VA","","51","041","67.112251","45.7","","5","","","Pegasus Tower Company, LLC","","","","","","","","","","","","","","","","",""
"1224931","1212686","FCC: Antenna Structure Registration (GIS)","7/9/2003","37.3523","-77.3843","","1258 West Hundred Road","Chester","VA","","51","041","43.677749","57.9","","5","","","SBA Towers, Inc.","","","","","","","","","","","","","","","","",""
"1225983","1275047","FCC: Antenna Structure Registration (GIS)","7/13/2010","37.4077","-77.5216","","Chesterfield County Airport","Richmond","VA","","51","041","62.595016","18","","5","","","ITT Corporation","","","","","","","","","","","","","","","","",""
