objectid,id,data_source,add_date,lat,lng,structure_name,structure_address,structure_city,structure_st,structure_zip,state_ansi,county_ansi,base_elevation,structure_height,structure_type,owner_type,zoom_level,ip_address,structure_owner_name,structure_owner_address,structure_owner_po_box,structure_owner_city,structure_owner_st,structure_owner_zip,structure_owner_phone,structure_owner_email,structure_manager_name,structure_manager_address,structure_manager_po_box,structure_manager_city,structure_manager_st,structure_manager_zip,structure_manager_phone,structure_manager_email,comments,done
"1224284","1027467","FCC: Antenna Structure Registration (GIS)","8/12/1997","37.4364","-76.3314","","RT 611 THOMAS HUNTER MIDDLE SCHOOL","MATHEWS","VA","","51","115","2.800081","127.1","","5","","","HAMPTON ROADS EDUCATIONAL TELECOMMUNICATIONS ASSOCIATION INC  DBA =  WHRO","","","","","","","","","","","","","","","","",""
"1225237","1235025","FCC: Antenna Structure Registration (GIS)","7/24/2002","37.4365","-76.3315","","Rt. 611, behind Thomas Hunter School","Mathews","VA","","51","115","2.807686","128","","","","","Hampton Roads Educational Telecommunications","","","","","","","","","","","","","","","","",""
"1225580","1254035","FCC: Antenna Structure Registration (GIS)","6/23/2006","37.44","-76.3252","","Buckley Hall Road, Mathews Virginia","Mathews","VA","","51","115","3.059305","91.5","","6","","","Virginia, Commonwealth of    Dept of State Police","","","","","","","","","","","","","","","","",""
"1224050","1018224","FCC: Antenna Structure Registration (GIS)","5/8/1997","37.5044","-76.3989","","ON RT 198 BEHIND POST OFC","COBBS CREEK","VA","","51","115","10.108306","84","","5","","","CENTRAL VIRGINIA EDUCATIONAL TELECOMMUNICATIONS CORP","","","","","","","","","","","","","","","","",""
"1224035","1018162","FCC: Antenna Structure Registration (GIS)","5/1/2012","37.4936","-76.4414","","S SIDE OF ST RT 198 .25 MI E OF INT WITH RT 3","MATHEWS COUNTY","VA","","51","115","14.631916","152.4","","5","","","Grain Communication II, LLC","","","","","","","","","","","","","","","","",""
"1225371","1242590","FCC: Antenna Structure Registration (GIS)","3/18/2004","37.4403","-76.325299","","10622 Buckley Hall Rd.","Mathews","VA","","51","115","3.087869","91.4","","2","","","Virginia, Commonwealth of","","","","","","","","","","","","","","","","",""
"1246541","","MPPDC","2/18/2014 0:00","37.360499","-76.3144","","Route 603, Box 41","Susan","","23163","51","115","7.947654","59.4","TOWER","Private: Business","","","SBA Towers Inc.","2000 Corporate Drive","","Canonsburg","PA","15317","7244162000","","Monica G Gambino","2000 Corporate Drive","","Canonsburg","PA","15317","7244162516","","",""
"1246542","","MPPDC","2/18/2014 0:00","37.433099","-76.3225","","Plant 1003","Mathews","","23163","51","115","3.671883","10.7","TANK","Pubic: Local","","","Hampton Roads Sanitation District","2000 Corporate Drive","","Canonsburg","PA","15317","7244162000","","Christine A Verre","2000 Corporate Drive","","Canonsburg","PA","15317","3366432524","","",""
"1246543","","MPPDC","2/18/2014 0:00","37.433299","-76.3219",""," ","Mathews","","23163","51","115","4.287529","0"," ","Pubic: Local","","","Mathews County Public Schools","2000 Corporate Drive","","Canonsburg","PA","15317","7244162000","","Christine A Verre","2000 Corporate Drive","","Canonsburg","PA","15317","3366432524","","",""
"1246544","","MPPDC","2/18/2014 0:00","37.433299","-76.3167",""," ","Mathews","","23109","51","115","8.774944","0"," ","Pubic: Local","","","Mathews County Vol Rescue Squad","5900 Broken Sound Parkway NW","","Boca Raton","FL","33487","5619957670","","","","","","","0","0","","",""
"1246545","","MPPDC","2/18/2014 0:00","37.433699","-76.322","","482 Main Street","Mathews","","23109","51","115","3.914116","9.1","BANT","Private: Business","","","Conterra Ultra Broadband, LLC","5900 Broken Sound Parkway NW","","Boca Raton","FL","33487","5619957670","","","","","","","0","0","","",""
"1246546","","MPPDC","2/18/2014 0:00","37.435699","-76.3282","","347 Church Street","Mathews","","23109","51","115","9.940614","6.1","BANT","Private: Business","","","Conterra Ultra Broadband, LLC","5900 Broken Sound Parkway NW","","Boca Raton","FL","33487","5619957670","","","","","","","0","0","","",""
"1246547","","MPPDC","2/18/2014 0:00","37.436399","-76.3314","","Rt 611 Thomas Hunter Middle School","Mathews","","23109","51","115","9.126024","127.1","TOWER","Private: Business","","","Hampton Roads Educational Telecommunications Assoc. Inc.","5900 Broken Sound Parkway NW","","Boca Raton","FL","33487","5619957670","","","","","","","0","0","","",""
